OBJECTID,agency,comments,latest,gisacres,incidentname,localincidentidentifier,state,pooresponsibleunit,perimeterdatetime,incomplex,fireyear,uniquefireidentifier,active,complexname,mapmethod,shape__Area,shape__Length
133,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,13.7542495,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,114309.6640625,1293.12603119989
134, ,,N,787.95795946,Rock Creek,,AK,,7/27/2000 12:00:00 AM,,2000,2000-AK,N,,Digitized-Other,17638426.828125,48541.2127649736
135,unknown,Perimeter Date Unknown,N,258.49212509,Clear Creek,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,Clear Creek Complex,GPS-Unknown Travel Method,2087841.703125,10387.1234966882
136,unknown,Perimeter Date Unknown,N,1.01193478,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,8812.828125,354.475275837961
137,unknown,Perimeter Date Unknown,N,258.49212509,Clear Creek,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,Clear Creek Complex,GPS-Unknown Travel Method,2087841.703125,10387.1234966882
138,unknown,Perimeter Date Unknown,N,258.49212509,Clear Creek,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,Clear Creek Complex,GPS-Unknown Travel Method,2087841.703125,10387.1234966882
139,unknown,Perimeter Date Unknown,N,214.07978229,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,1865405.0546875,6810.86595760583
140,unknown,Perimeter Date Unknown,N,5581.3835528,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,48604610.6484375,50410.1370969866
141,unknown,,N,4.0151615,Jungo Complex,X379,NV,,8/2/2000 12:00:00 AM,,2000,2000-NV-X379,N,,GPS-Unknown Travel Method,28544.22265625,796.005734726281
142,unknown,,Y,93.44991015,Davy Fire,X391,NV,,8/7/2000 12:00:00 AM,,2000,2000-NV-X391,N,,GPS-Unknown Travel Method,670971.79296875,6586.96234215902
143,unknown,Perimeter Date Unknown,Y,4385.91092114,Papoose,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,35806256.359375,42883.2800356105
144,unknown,Perimeter Date Unknown,N,1.94754759,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,16946.1015625,493.973552260326
145,unknown,Perimeter Date Unknown,N,2.15775195,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,18774.28125,586.803664927217
146,unknown,Perimeter Date Unknown,N,2982.18664908,Papoose,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,24339801.4765625,22988.260116391
147,BLM,Perimeter Date Unknown,Y,767.52823071,Verde,L269,NM,NMABD,12/31/2000 12:00:00 AM,,2000,2000-NMABD-L269,N,,GPS-Unknown Travel Method,4614774.9296875,12677.3673215194
148,unknown,Perimeter Date Unknown,N,2982.18664908,Papoose,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,24339801.4765625,22988.260116391
149,BLM,Perimeter Date Unknown,Y,15.00443761,Yo,L788,NM,NMROD,12/31/2000 12:00:00 AM,,2000,2000-NMROD-L788,N,,GPS-Unknown Travel Method,86913.06640625,1299.2747687038
150,unknown,Perimeter Date Unknown,N,3441.43778796,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,29972707.1796875,44882.4981373327
151,unknown,Perimeter Date Unknown,N,0.86185733,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,7499.125,359.824796448601
152,unknown,Perimeter Date Unknown,N,2.16344916,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,18823.8671875,587.637199156284
153,unknown,Perimeter Date Unknown,N,0.86185733,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,7499.125,359.824796448601
154,unknown,Perimeter Date Unknown,N,187.76405667,Kitchen,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,1535027.1796875,6405.60741805193
155,BLM,Perimeter Date Unknown,Y,1009.918763,Pot Mountain,L109,NM,NMTAD,12/31/2000 12:00:00 AM,,2000,2000-NMTAD-L109,N,,GPS-Unknown Travel Method,6381314.5078125,13752.9289317333
156,unknown,Perimeter Date Unknown,N,849.01356876,No Name 2,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,6964394.5,11356.3708733315
157,unknown,Perimeter Date Unknown,N,1330.35574424,Shellrock,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,10723182.828125,24618.9879106125
158,unknown,Perimeter Date Unknown,N,355.18765078,Parker,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,2922115.8203125,8203.18496448606
159,unknown,Perimeter Date Unknown,Y,1665.60367029,Sisters,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,Clear Creek Complex,GPS-Unknown Travel Method,13787185.1484375,16569.436657998
160,unknown,Perimeter Date Unknown,N,0.39607235,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,3451.6796875,274.841178120439
161,unknown,Perimeter Date Unknown,N,1.01193478,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,8812.828125,354.475275837961
162,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,804.37425383,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,6704689.640625,15175.1106841115
163,BLM,Perimeter Date Unknown,Y,19.55102433,Explosion,L842,NM,NMCAD,12/31/2000 12:00:00 AM,,2000,2000-NMCAD-L842,N,,GPS-Unknown Travel Method,110489.19921875,2324.50031520037
164,BLM,Perimeter Date Unknown,Y,374.32633339,Picacho,L759,NM,NMROD,12/31/2000 12:00:00 AM,,2000,2000-NMROD-L759,N,,GPS-Unknown Travel Method,2176311.703125,21120.3119767345
165,USF,No entry in FireCode,Y,81.6908712,Savages,000090,CA,,8/24/2000 12:00:00 AM,,2000,2000-CA-000090,N,,Unknown,528309.9140625,3863.02095555873
166,BLM,Perimeter Date Unknown,Y,843.13502201,Terrell,L709,NM,NMROD,12/31/2000 12:00:00 AM,,2000,2000-NMROD-L709,N,,GPS-Unknown Travel Method,4982334.1640625,12100.3091116782
167,BLM,Perimeter Date Unknown,Y,24.91272222,Felix,L801,NM,NMCAD,12/31/2000 12:00:00 AM,,2000,2000-NMCAD-L801,N,,GPS-Unknown Travel Method,143623.609375,2045.48765257149
168,BLM,Perimeter Date Unknown,Y,3693.60774951,Brantley,L760,NM,NMCAD,12/31/2000 12:00:00 AM,,2000,2000-NMCAD-L760,N,,GPS-Unknown Travel Method,21133572.1171875,55575.6644691412
169,BLM,Perimeter Date Unknown,Y,1654.63915507,Crusoe,Y189,NV,NVELD,12/31/2000 12:00:00 AM,,2000,2000-NVELD-Y189,N,,Unknown,11233857.515625,22481.4398752975
170,unknown,Perimeter Date Unknown,N,0.13063351,Bobcat,353882,CO,COARF,12/31/2000 12:00:00 AM,,2000,2000-COARF-353882,N,,GPS-Unknown Travel Method,914.29296875,124.940567336027
171,unknown,Perimeter Date Unknown,N,96.56222912,Twinpeaks Fire,J967,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV-J967,N,,GPS-Unknown Travel Method,658998.66015625,4472.19708536539
172,CCO,No entry in FireCode,Y,80.76333065,Sinclair,004967,CA,,8/13/2000 12:00:00 AM,,2000,2000-CA-004967,N,,Unknown,485409.78125,3620.16090033688
173,unknown,Perimeter Date Unknown,N,3585.84214949,Marlin Springs,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,Clear Creek Complex,GPS-Unknown Travel Method,29540463,40411.0426967901
174,BLM,Perimeter Date Unknown,N,1087.83348198,Phillips,Y165,NV,NVELD,12/31/2000 12:00:00 AM,,2000,2000-NVELD-Y165,N,,Unknown,7274276.51171875,15782.1864234405
175,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,0.17918139,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,1485.015625,296.19872543374
176,BLM,Perimeter Date Unknown,Y,2999.67070229,Hot Springs,X401,NV,NVWID,12/31/2000 12:00:00 AM,,2000,2000-NVWID-X401,N,,Unknown,21363517.8476563,26324.3599546034
177,BLM,Perimeter Date Unknown,Y,1073.72458319,Willow,Y288,NV,NVEKD,12/31/2000 12:00:00 AM,,2000,2000-NVEKD-Y288,N,,Unknown,7440181.19140625,36080.1264471697
178,unknown,Perimeter Date Unknown,N,108.51718849,Fern,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,889933.1796875,4033.14463766712
179,unknown,Perimeter Date Unknown,Y,4638.8359827,Filly,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,38164017.5703125,33504.8264523903
180,unknown,Perimeter Date Unknown,N,0.00747682,Little Pistol,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,60.1796875,37.9005656282699
181,unknown,Perimeter Date Unknown,N,5860.97126114,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,51040654.1953125,57397.7542084496
182,unknown,Perimeter Date Unknown,N,0.39607235,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,3451.6796875,274.841178120439
183,unknown,Perimeter Date Unknown,N,14.02585895,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,122156.015625,1345.73336708286
184,unknown,Perimeter Date Unknown,N,1.01193478,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,8812.828125,354.475275837961
185,unknown,Perimeter Date Unknown,N,219.58259874,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,1913356.53125,7079.49009228336
186,unknown,Perimeter Date Unknown,N,0.39607235,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,3451.6796875,274.841178120439
187,unknown,Perimeter Date Unknown,N,41.63975486,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,362323.1875,2314.29793986577
188,unknown,Perimeter Date Unknown,Y,57887.80691078,Little Pistol,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,464460634.75,161148.655157034
189,unknown,Perimeter Date Unknown,N,21.08470355,Bear,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,176139.4765625,1735.8118871417
190,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,103669.75153555,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,869191990.351563,294644.7924749
191,BLM,Perimeter Date Unknown,Y,79.42440048,Mountain,L769,NM,NMROD,12/31/2000 12:00:00 AM,,2000,2000-NMROD-L769,N,,GPS-Unknown Travel Method,464784.58984375,4345.21569105425
192,unknown,Perimeter Date Unknown,N,1078.32243741,Clear Creek,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,Clear Creek Complex,GPS-Unknown Travel Method,8826879.984375,15881.663782926
193,unknown,Perimeter Date Unknown,N,4630.32689763,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,40325536.8359375,49294.4813780434
194,BLM,Perimeter Date Unknown,Y,89.58850194,Zane,L812,NM,NMROD,12/31/2000 12:00:00 AM,,2000,2000-NMROD-L812,N,,GPS-Unknown Travel Method,522867.79296875,4504.0820864459
195,unknown,Perimeter Date Unknown,N,11721.26143921,Indian Creek,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,94504245.3515625,65474.3118405769
196,unknown,Perimeter Date Unknown,N,3.81232091,Beaver Jack,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,31662.703125,697.712460384275
197,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,503247.39689117,,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,4179046485.63281,420821.550249876
198,unknown,Perimeter Date Unknown,N,3197.73900037,Packer Meadows,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,26303000.59375,25241.3360765452
199,unknown,Perimeter Date Unknown,Y,2363.76881482,Kitchen,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,19334759.4921875,22474.0902837293
200,unknown,Perimeter Date Unknown,N,185.42437336,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,1615698.578125,6313.8276440119
201,unknown,Perimeter Date Unknown,N,11980.00690261,Indian Creek,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,96588847.09375,65388.6695268621
202,unknown,Perimeter Date Unknown,N,1303.83118198,Clear Creek,,ID,IDSCF,12/31/2000 12:00:00 AM,,2000,2000-IDSCF,N,,GPS-Unknown Travel Method,10538259.484375,15831.6048728068
203,unknown,Perimeter Date Unknown,N,76.83618946,Shellrock,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,619607.1171875,4833.87886946656
204,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,185941.08800144,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,1551501691.9375,685804.772975568
205,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,29388.67101769,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,242880247.015625,152108.092618655
206,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,5.98073882,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,49497.21875,839.164965565499
207,unknown,Perimeter Date Unknown,Y,11980.00846652,Indian Creek,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,96588859.6875,65388.6700281188
208,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,50993.23476985,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,430622087.453125,285886.883829533
209,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,11898.54480508,Valley Complex,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,99480050.6875,136275.550468786
210,BLM,Perimeter Date Unknown,N,406.68921515,Karluk,007898,AK,AKAFS,12/31/2000 12:00:00 AM,,2000,2000-AKAFS-007898,N,,Unknown,5707979.9375,9880.77098612118
211,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,10677.40475253,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,88635780.8671875,107118.828337333
212,unknown,Perimeter Date Unknown,N,9.57441187,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,83414.8828125,1214.37110985227
213,unknown,Perimeter Date Unknown,N,3330.14908065,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,29004429.6484375,42375.7812642005
214,CDF,No entry in FireCode,Y,4859.85782383,Berryessa,003087,CA,,6/13/2000 12:00:00 AM,,2000,2000-CA-003087,N,,Unknown,32186374.875,34321.481685666
215,unknown,Perimeter Date Unknown,N,0.88891217,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,7740.6796875,351.948906175266
216,unknown,Perimeter Date Unknown,N,0.39607235,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,3451.6796875,274.841178120439
217,BLM,Perimeter Date Unknown,N,1.60356259,Borrow Pit,Q013,UT,UTSLD,12/31/2000 12:00:00 AM,,2000,2000-UTSLD-Q013,N,,Unknown,11276.34765625,844.547460019755
218,unknown,Perimeter Date Unknown,N,39.07886688,Van Ness,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,341107.5546875,3621.53679720879
219, ,Perimeter Date Unknown,Y,548.44036363,Newberry 2,,OR,,12/31/2000 12:00:00 AM,,2000,2000-OR,N,,Unknown,4247171.90625,14618.6541073356
220,CDF,No entry in FireCode,Y,19.91744981,Copper,000209,CA,,9/19/2000 12:00:00 AM,,2000,2000-CA-000209,N,,Unknown,126388.8671875,1497.15941515763
221,ARM,Perimeter Date Unknown;  Fire Name Unknown,Y,609.03000349,,000000,CA,,12/31/2000 12:00:00 AM,,2000,2000-CA-000000,N,,Unknown,3748732.28515625,8521.37172365979
222,BLM,Perimeter Date Unknown,Y,21.55226536,Sagebrush,L844,NM,NMROD,12/31/2000 12:00:00 AM,,2000,2000-NMROD-L844,N,,GPS-Unknown Travel Method,124559.5390625,3653.59903057528
223,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,5.98115718,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,49617.9453125,840.174648419171
224,unknown,Perimeter Date Unknown,N,1.75199802,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,15257.6875,461.648936944128
225,USF,No entry in FireCode,N,38.24451577,Hoye,000085,CA,,8/4/2000 12:00:00 AM,,2000,2000-CA-000085,N,,Unknown,254583.3984375,3428.49184932672
226,USF,Perimeter Date Unknown;  Fire Name Unknown,Y,100.57988335,,000000,CA,,8/12/2000 12:00:00 AM,,2000,2000-CA-000000,N,,Unknown,672308.0859375,3381.9054687971
227,unknown,Perimeter Date Unknown,N,0.94135808,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,8197.8125,359.211256344254
228,unknown,Perimeter Date Unknown,Y,1332.35889945,Tonkin Fire,,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV,N,,GPS-Unknown Travel Method,9196548.3125,14650.9710282026
229,BLM,Perimeter Date Unknown,Y,276.69606268,Aztec,L822,NM,NMROD,12/31/2000 12:00:00 AM,,2000,2000-NMROD-L822,N,,GPS-Unknown Travel Method,1627842.03125,8733.97916886752
230,unknown,Perimeter Date Unknown,N,1379.48821695,Nick,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,11143298.1796875,16859.0249387088
231,USF,No entry in FireCode,Y,79223.43023002,Manter,000025,CA,,7/22/2000 12:00:00 AM,,2000,2000-CA-000025,N,,Unknown,490048824.144531,157138.813426372
232,USF,No entry in FireCode,N,44.53370303,GALENA HILL FIRE,000000,NV,,8/1/2000 12:00:00 AM,,2000,2000-NV-000000,N,,Unknown,301886.734375,3503.92932386961
233,unknown,Perimeter Date Unknown,N,0.85611727,Little Coxey,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,7366.609375,304.317362262859
234,USF,No entry in FireCode,N,1527.62133427,Golden,000083,NV,NVWID,8/1/2000 12:00:00 AM,,2000,2000-NVWID-000083,N,,Unknown,10119121.2421875,25628.9084703198
235,BLM,,Y,45.97153649,1 N Hagler,G228,ID,IDTFD,9/5/2000 12:00:00 AM,,2000,2000-IDTFD-G228,N,,Unknown,342438.34765625,2582.59730416984
236,unknown,Perimeter Date Unknown,N,48808.14857955,Flossie,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,400647636.75,195215.495619323
237,unknown,Perimeter Date Unknown,N,39.07128557,Van Ness,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,341041.3515625,3621.71491030498
238,unknown,Perimeter Date Unknown,N,51.90280143,Sunrise,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,452286.8046875,2629.39184094196
239,unknown,Perimeter Date Unknown,Y,1414.03478068,Sula,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Sula Complex,GPS-Unknown Travel Method,11804277.0625,20285.8897086484
240,unknown,Perimeter Date Unknown,N,0.8307241,Flat Creek,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Flat Creek Complex,GPS-Unknown Travel Method,7291.1640625,373.362672285576
241,unknown,Perimeter Date Unknown,N,125.41959436,Moore Creek,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,1098782.328125,4100.54675543807
242,BLM,Perimeter Date Unknown,Y,14110.51045641,Hay Meadow,L360,NM,NMLCD,12/31/2000 12:00:00 AM,,2000,2000-NMLCD-L360,N,,GPS-Unknown Travel Method,80293198.9179688,72287.9119434623
243,unknown,Perimeter Date Unknown,N,301.51050944,Flossie,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,2479191.75,7994.02402754331
244,unknown,Perimeter Date Unknown,N,39.07886688,Van Ness,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,341107.5546875,3621.53679720879
245,BLM,Perimeter Date Unknown,Y,1733.94895578,Jug,L354,NM,NMLCD,12/31/2000 12:00:00 AM,,2000,2000-NMLCD-L354,N,,GPS-Unknown Travel Method,9891020.16796875,24064.170456088
246,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,4040.90696708,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,33644049.328125,61803.0352001992
247,BLM,Perimeter Date Unknown,Y,180.70895941,Larkspur,L773,NM,NMROD,12/31/2000 12:00:00 AM,,2000,2000-NMROD-L773,N,,GPS-Unknown Travel Method,1054364.8125,10883.2163465206
248,unknown,Perimeter Date Unknown,N,39.07886688,Van Ness,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,341107.5546875,3621.53679720879
249,unknown,Perimeter Date Unknown,N,53.72949595,Sunrise,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,468210.15625,2488.70463559669
250,unknown,Perimeter Date Unknown,N,10.83700504,Sula,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Sula Complex,GPS-Unknown Travel Method,89935.5703125,1290.34705770242
251,unknown,Perimeter Date Unknown,N,41.4105691,Sula,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Sula Complex,GPS-Unknown Travel Method,343497.890625,3310.41165604801
252,BLM,Perimeter Date Unknown,Y,278.65673894,Mcgreg 2,L331,NM,NMLCD,12/31/2000 12:00:00 AM,,2000,2000-NMLCD-L331,N,,GPS-Unknown Travel Method,1584009.58984375,12172.6929265409
253,CDF,No entry in FireCode,Y,176.12266672,Lindsay,000077,CA,,6/18/2000 12:00:00 AM,,2000,2000-CA-000077,N,,Unknown,1098057.16015625,4496.44709756678
254,CCO,No entry in FireCode,Y,1.02309204,Lompoc,004870,CA,,8/9/2000 12:00:00 AM,,2000,2000-CA-004870,N,,Unknown,6136.0625,365.735190748317
255,CDF,No entry in FireCode,Y,284.06768584,Ranch,014532,CA,,9/22/2000 12:00:00 AM,,2000,2000-CA-014532,N,,Unknown,1806435.7890625,5414.49669682873
256,BLM,Perimeter Date Unknown,Y,71.55513842,Robert,L843,NM,NMROD,12/31/2000 12:00:00 AM,,2000,2000-NMROD-L843,N,,GPS-Unknown Travel Method,417889.19140625,4430.38869308343
